procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161992  42200 318192    0    0     0     0   10   12  0  0 100  0
 0  0      0 161992  42200 318192    0    0     0     0   12   13  0  0 100  0
 0  0      0 161992  42200 318192    0    0     0     0   11   13  0  0 100  0
 0  0      0 161992  42200 318192    0    0     0     0   10   13  0  0 100  0
 0  0      0 161992  42200 318192    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42208 318184    0    0     0    16   14   23  0  0 100  0
 0  0      0 161992  42208 318192    0    0     0     0   10   13  0  0 100  0
 0  0      0 161992  42208 318192    0    0     0     0    9   11  0  0 100  0
 0  0      0 161992  42208 318192    0    0     0     0   10   14  0  0 100  0
 0  0      0 161992  42208 318192    0    0     0     0    9   15  0  0 100  0
 0  0      0 161992  42208 318192    0    0     0     0   10   11  0  0 100  0
 0  0      0 161992  42216 318192    0    0     0    16   14   24  0  0 99  1
 0  0      0 161992  42216 318196    0    0     0     0   10   15  0  1 99  0
 0  0      0 161992  42216 318196    0    0     0     0   11   15  0  0 100  0
 0  0      0 161992  42216 318196    0    0     0     0   10   15  0  0 100  0
 0  0      0 161992  42216 318196    0    0     0     0    8   11  0  0 100  0
 0  0      0 161992  42216 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42224 318188    0    0     0    16   13   23  0  0 99  1
 0  0      0 161992  42224 318196    0    0     0     8   12   14  0  0 100  0
 0  0      0 161992  42224 318196    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161992  42224 318196    0    0     0     0   11   21  0  0 100  0
 0  0      0 161992  42224 318196    0    0     0     0    9   15  0  0 100  0
 0  0      0 161992  42224 318196    0    0     0     0    9   11  0  0 100  0
 0  0      0 161992  42232 318196    0    0     0    12   12   22  0  0 99  1
 0  0      0 161992  42232 318196    0    0     0     0    8   13  0  0 100  0
 0  0      0 161992  42232 318196    0    0     0     0   10   14  0  0 100  0
 0  0      0 161992  42232 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42232 318196    0    0     0     0    9   15  0  0 100  0
 0  0      0 161992  42232 318196    0    0     0     4   11   16  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0    24   15   28  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0     0    8   11  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0     0   10   15  0  0 100  0
 0  0      0 161992  42240 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42248 318188    0    0     0    16   12   21  0  0 99  1
 0  0      0 161992  42248 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42248 318196    0    0     0     0   10   13  0  0 100  0
 0  0      0 161992  42248 318196    0    0     0     0   10   14  0  0 100  0
 0  0      0 161992  42248 318196    0    0     0     0   10   13  0  0 100  0
 0  0      0 161992  42248 318196    0    0     0     0    8   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161992  42256 318196    0    0     0    16   15   34  0  0 100  0
 0  0      0 161992  42256 318196    0    0     0     0   11   15  0  0 100  0
 0  0      0 161992  42256 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42256 318196    0    0     0     0    8   13  0  0 100  0
 0  0      0 161992  42256 318196    0    0     0     0   12   15  0  0 100  0
 0  0      0 161992  42256 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42264 318188    0    0     0    16   12   21  0  0 99  1
 0  0      0 161992  42264 318196    0    0     0     0   10   14  0  0 100  0
 0  0      0 161992  42264 318196    0    0     0     0   11   15  0  0 100  0
 0  0      0 161992  42264 318196    0    0     0     0    9   11  0  0 100  0
 0  0      0 161992  42264 318196    0    0     0     0    8   13  0  0 100  0
 0  0      0 161992  42264 318196    0    0     0     0    9   11  1  0 99  0
 0  0      0 161992  42272 318196    0    0     0    28   17   26  0  0 99  1
 0  0      0 161992  42272 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42272 318196    0    0     0     0    8   11  0  0 100  0
 0  0      0 161992  42272 318196    0    0     0     0    9   13  0  0 100  0
 0  0      0 161992  42272 318196    0    0     0     0    9   15  0  0 100  0
 0  0      0 161992  42272 318196    0    0     0     0   14   18  0  1 99  0
 0  0      0 161992  42280 318196    0    0     0    16   12   20  0  0 100  0
 0  0      0 161868  42280 318200    0    0     0     0    9   14  0  0 100  0
 0  0      0 161868  42280 318200    0    0     0     0   10   12  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161868  42280 318200    0    0     0     0   10   23  0  0 100  0
 0  0      0 161868  42280 318200    0    0     0     8   11   13  0  0 100  0
 0  0      0 161868  42280 318200    0    0     0     0   12   13  0  0 100  0
 0  0      0 161868  42288 318192    0    0     0    24   14   23  0  1 98  1
 0  0      0 161868  42288 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42288 318200    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42288 318200    0    0     0     0    9   14  0  0 100  0
 0  0      0 161868  42288 318200    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42288 318200    0    0     0     0    9   11  0  0 100  0
 0  0      0 161868  42296 318200    0    0     0    16   12   22  0  0 99  1
 0  0      0 161868  42296 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42296 318200    0    0     0     0   11   17  0  0 100  0
 0  0      0 161868  42296 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42296 318200    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42296 318200    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42304 318192    0    0     0    16   14   23  0  0 100  0
 0  0      0 161868  42304 318200    0    0     0     0   10   14  0  0 100  0
 0  0      0 161868  42304 318200    0    0     0     0    7   13  0  0 100  0
 0  0      0 161868  42304 318200    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42304 318200    0    0     0     0    8   15  0  0 100  0
 0  0      0 161868  42304 318200    0    0     0     0    8   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161868  42312 318200    0    0     0    16   15   34  0  1 98  1
 0  0      0 161868  42312 318200    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42312 318200    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42312 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42312 318200    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42312 318200    0    0     0     0   10   16  0  0 100  0
 0  0      0 161868  42320 318200    0    0     0    16   13   24  0  0 99  1
 0  0      0 161868  42320 318200    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42320 318200    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42320 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42320 318200    0    0     0     8   12   15  0  0 100  0
 0  0      0 161868  42320 318200    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42328 318192    0    0     0    16   12   21  0  0 100  0
 0  0      0 161868  42328 318200    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42328 318200    0    0     0     0   10   13  0  1 99  0
 0  0      0 161868  42328 318200    0    0     0     4   11   14  0  0 100  0
 0  0      0 161868  42328 318200    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42328 318200    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42336 318200    0    0     0    16   13   24  0  0 99  1
 0  0      0 161868  42336 318200    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42336 318200    0    0     0     0    9   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161868  42336 318200    0    0     0     0   11   23  0  0 100  0
 0  0      0 161868  42336 318200    0    0     0     0   10   15  0  0 100  0
 0  0      0 161868  42336 318204    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42344 318196    0    0     0    16   12   21  0  0 100  0
 0  0      0 161868  42344 318204    0    0     0     0    9   14  0  0 100  0
 0  0      0 161868  42344 318204    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42344 318204    0    0     0     0    9   11  0  0 100  0
 0  0      0 161868  42344 318204    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42344 318204    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42352 318204    0    0     0    12   13   24  0  0 99  1
 0  0      0 161868  42352 318204    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42352 318204    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42352 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42352 318204    0    0     0     0   11   13  0  0 100  0
 0  0      0 161868  42352 318204    0    0     0     0   12   18  1  0 99  0
 0  0      0 161868  42360 318204    0    0     0    12   11   20  0  0 100  0
 0  0      0 161868  42360 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42360 318204    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42360 318204    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42360 318204    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42360 318204    0    0     0     0   11   13  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161868  42368 318196    0    0     0    12   14   32  0  0 98  2
 0  0      0 161868  42368 318204    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42368 318204    0    0     0     0    8   11  0  0 100  0
 0  0      0 161868  42368 318204    0    0     0     0   10   14  0  0 100  0
 0  0      0 161868  42368 318204    0    0     0     0   10   15  0  1 99  0
 0  0      0 161868  42368 318204    0    0     0     0   10   11  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0    12   11   22  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0     4   11   15  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0     0    9   11  0  0 100  0
 0  0      0 161868  42376 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42384 318196    0    0     0    24   13   23  0  0 99  1
 0  0      0 161868  42384 318204    0    0     0     0   10   14  0  0 100  0
 0  0      0 161868  42384 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161868  42384 318204    0    0     0     0    9   11  0  0 100  0
 0  0      0 161868  42384 318204    0    0     0     0    9   15  0  0 100  0
 0  0      0 161868  42384 318204    0    0     0     0   11   11  0  0 100  0
 0  0      0 161868  42392 318204    0    0     0    16   13   24  0  0 99  1
 0  0      0 161868  42392 318204    0    0     0     0   10   13  0  0 100  0
 0  0      0 161868  42392 318204    0    0     0     0    9   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161868  42392 318204    0    0     0     0   11   21  0  0 100  0
 0  0      0 161868  42392 318204    0    0     0     0    9   13  0  0 100  0
 0  0      0 161868  42392 318204    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42400 318204    0    0     0    16   14   28  0  0 99  1
 0  0      0 161744  42400 318204    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42400 318204    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42400 318204    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42400 318204    0    0     0     0   10   16  0  0 100  0
 0  0      0 161744  42400 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42408 318200    0    0     0    16   13   21  0  1 98  1
 0  0      0 161744  42408 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42408 318208    0    0     0     0   11   13  0  0 100  0
 0  0      0 161744  42408 318208    0    0     0     0   10   14  0  0 100  0
 0  0      0 161744  42408 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42408 318208    0    0     0     0    8   11  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0    12   12   22  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0     8   11   13  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42416 318208    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161744  42424 318200    0    0     0    12   13   31  0  0 99  1
 0  0      0 161744  42424 318208    0    0     0     4   12   14  0  1 99  0
 0  0      0 161744  42424 318208    0    0     0     0    9   15  0  0 100  0
 0  0      0 161744  42424 318208    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42424 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42424 318208    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42432 318208    0    0     0    24   14   26  0  0 99  1
 0  0      0 161744  42432 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42432 318208    0    0     0     0    8   11  0  0 100  0
 0  0      0 161744  42432 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42432 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42432 318208    0    0     0     0   13   18  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0    16   12   20  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0     0    8   15  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0     0   12   13  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42440 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42448 318200    0    0     0    16   14   23  0  0 99  1
 0  0      0 161744  42448 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42448 318208    0    0     0     0    8   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161744  42448 318208    0    0     0     0   13   24  0  1 99  0
 0  0      0 161744  42448 318208    0    0     0     0   11   15  0  0 100  0
 0  0      0 161744  42448 318208    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42456 318208    0    0     0    16   13   22  0  0 99  1
 0  0      0 161744  42456 318208    0    0     0     0    8   15  0  0 100  0
 0  0      0 161744  42456 318208    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42456 318208    0    0     0     0   11   13  0  0 99  0
 0  0      0 161744  42456 318208    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42456 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42464 318200    0    0     0    16   14   23  0  0 100  0
 0  0      0 161744  42464 318208    0    0     0     8   12   16  0  0 100  0
 0  0      0 161744  42464 318208    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42464 318208    0    0     0     0    8   11  0  0 100  0
 0  0      0 161744  42464 318208    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42464 318208    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42472 318212    0    0     0    20   14   24  0  0 99  1
 0  0      0 161744  42472 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42472 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42472 318212    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42472 318212    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42472 318212    0    0     0     0   12   16  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161744  42480 318212    0    0     0    24   16   34  0  0 99  1
 0  0      0 161744  42480 318212    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42480 318212    0    0     0     0    8   11  0  0 100  0
 0  0      0 161744  42480 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42480 318212    0    0     0     0   11   17  0  0 100  0
 0  0      0 161744  42480 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42488 318204    0    0     0    16   14   21  0  0 99  1
 0  0      0 161744  42488 318212    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42488 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42488 318212    0    0     0     0   10   14  0  0 100  0
 0  0      0 161744  42488 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42488 318212    0    0     0     0    8   11  0  0 100  0
 0  0      0 161744  42496 318212    0    0     0    16   13   24  0  0 99  1
 0  0      0 161744  42496 318212    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42496 318212    0    0     0     0   10   13  0  0 100  0
 0  0      0 161744  42496 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42496 318212    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42496 318212    0    0     0     0   10   15  0  0 100  0
 0  0      0 161744  42504 318204    0    0     0    16   12   21  0  0 100  0
 0  0      0 161744  42504 318212    0    0     0     0   10   16  0  0 100  0
 0  0      0 161744  42504 318212    0    0     0     0   10   15  0  1 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161744  42504 318212    0    0     0     0   10   21  0  0 100  0
 0  0      0 161744  42504 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42504 318212    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42512 318212    0    0     0    28   18   26  0  0 99  1
 0  0      0 161744  42512 318212    0    0     0     0   11   13  0  0 100  0
 0  0      0 161744  42512 318212    0    0     0     0    9   11  0  0 100  0
 0  0      0 161744  42512 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161744  42512 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161744  42512 318212    0    0     0     4   15   18  0  1 99  0
 0  0      0 161620  42520 318212    0    0     0    16   13   20  0  0 100  0
 0  0      0 161620  42520 318212    0    0     0     0    9   14  0  0 100  0
 0  0      0 161620  42520 318212    0    0     0     0    9   15  0  0 100  0
 0  0      0 161620  42520 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42520 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42520 318212    0    0     0     0   11   15  0  0 100  0
 0  0      0 161620  42528 318204    0    0     0    16   13   23  0  0 99  1
 0  0      0 161620  42528 318212    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42528 318212    0    0     0     0    9   11  0  0 100  0
 0  0      0 161620  42528 318212    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42528 318212    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42528 318216    0    0     0     0   10   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161620  42536 318208    0    0     0    16   15   31  0  0 100  0
 0  0      0 161620  42536 318216    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42536 318216    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42536 318216    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42536 318216    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42536 318216    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42544 318208    0    0     0    12   13   21  0  1 97  2
 0  0      0 161620  42544 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42544 318216    0    0     0     0    9   14  0  0 100  0
 0  0      0 161620  42544 318216    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42544 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42544 318216    0    0     0     0   10   13  0  0 100  0
 1  0      0 161620  42552 318208    0    0     0    12   12   19  0  0 100  0
 0  0      0 161620  42552 318216    0    0     0     0   11   15  0  0 100  0
 0  0      0 161620  42552 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42552 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42552 318216    0    0     0     0    9   11  0  0 100  0
 0  1      0 161620  42556 318212    0    0     0    20   10   18  0  0 100  0
 0  0      0 161620  42560 318208    0    0     0     4   14   23  0  0 99  1
 0  0      0 161620  42560 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42560 318216    0    0     0     0   10   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161620  42560 318216    0    0     0     0   10   23  0  0 100  0
 0  0      0 161620  42560 318216    0    0     0     0   11   13  0  0 100  0
 0  0      0 161620  42568 318216    0    0     0    16   13   24  0  0 99  1
 0  0      0 161620  42568 318216    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42568 318216    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42568 318216    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42568 318216    0    0     0     0   11   13  0  1 99  0
 0  0      0 161620  42568 318216    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0    16   14   21  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0     0   11   13  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0     0    9   15  0  0 100  0
 0  0      0 161620  42576 318216    0    0     0     0   11   15  0  0 100  0
 0  0      0 161620  42584 318216    0    0     0    16   12   21  0  0 99  1
 0  0      0 161620  42584 318216    0    0     0     0    9   15  0  0 100  0
 0  0      0 161620  42584 318216    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42584 318216    0    0     0     0   13   17  0  0 100  0
 0  0      0 161620  42584 318216    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42584 318216    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42592 318216    0    0     0    16   12   21  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161620  42592 318216    0    0     0     0   13   27  0  0 100  0
 0  0      0 161620  42592 318216    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42592 318216    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42592 318220    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42592 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42600 318220    0    0     0    20   16   27  0  1 98  1
 0  0      0 161620  42600 318220    0    0     0     0   10   13  0  0 100  0
 0  0      0 161620  42600 318220    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42600 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42600 318220    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42600 318220    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42608 318220    0    0     0    24   12   25  0  0 99  1
 0  0      0 161620  42608 318220    0    0     0     0   13   15  0  0 100  0
 0  0      0 161620  42608 318220    0    0     0     0   11   13  0  0 100  0
 0  0      0 161620  42608 318220    0    0     0     0    8   11  0  0 100  0
 0  0      0 161620  42608 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42608 318220    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42616 318220    0    0     0    16   13   21  0  0 100  0
 0  0      0 161620  42616 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161620  42616 318220    0    0     0     0    9   13  0  1 99  0
 0  0      0 161620  42616 318220    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161620  42616 318220    0    0     0     0   11   25  0  0 100  0
 0  0      0 161620  42616 318220    0    0     0     0    9   11  0  0 100  0
 0  0      0 161620  42624 318220    0    0     0    16   11   21  0  0 99  1
 0  0      0 161620  42624 318220    0    0     0     0   10   17  0  0 100  0
 0  0      0 161620  42624 318220    0    0     0     0   10   15  0  0 100  0
 0  0      0 161620  42624 318220    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42624 318220    0    0     0     0    8   13  0  0 100  0
 0  0      0 161620  42624 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161496  42632 318220    0    0     0    16   12   21  0  0 99  1
 0  0      0 161496  42632 318220    0    0     0     0   10   15  0  0 100  0
 0  0      0 161496  42632 318220    0    0     0     0   11   13  0  0 100  0
 0  0      0 161496  42632 318220    0    0     0     0   10   13  0  0 100  0
 0  0      0 161496  42632 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161496  42632 318220    0    0     0     0    8   11  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0    16   13   25  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0     0   11   15  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0     0   11   13  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0     0    8   13  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0     0    9   13  0  0 100  0
 0  0      0 161496  42640 318220    0    0     0     8   13   17  0  0 100  0
 0  0      0 161496  42648 318220    0    0     0    16   12   21  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 161496  42648 318220    0    0     0     0   11   27  0  0 100  0
 0  0      0 161496  42648 318220    0    0     0     0   10   13  0  0 100  0
 0  0      0 161496  42648 318220    0    0     0     0   14   15  0  1 99  0
 0  0      0 161496  42648 318220    0    0     0     0   11   15  0  0 100  0
 0  0      0 161496  42648 318220    0    0     0     0    8   13  0  0 100  0
 0  0      0 161496  42656 318220    0    0     0    16   12   21  0  0 99  1
 0  0      0 161496  42656 318220    0    0     0     0   10   17  0  0 100  0
 0  0      0 161496  42656 318220    0    0     0     0   10   13  0  0 100  0
 0  0      0 161496  42656 318220    0    0     0     0   11   15  0  0 100  0
 0  0      0 161496  42656 318224    0    0     0     0    9   13  0  0 100  0
 0  0      0 161496  42656 318224    0    0     0     0   10   17  0  0 100  0
 0  0      0 161496  42664 318224    0    0     0    16   12   21  0  0 100  0
 0  0      0 161496  42664 318224    0    0     0     0    8   16  0  0 100  0
 0  0      0 161496  42664 318224    0    0     0     0   10   15  0  0 100  0
 0  0      0 161496  42664 318224    0    0     0     0    9   15  0  0 100  0
 0  0      0 161496  42664 318224    0    0     0     0   10   13  1  0 99  0
 0  0      0 161496  42664 318224    0    0     0     0    8   13  0  0 100  0
 0  0      0 161496  42672 318224    0    0     0    12   11   19  0  0 99  1
 0  0      0 161496  42672 318224    0    0     0     0   11   18  0  0 100  0
 0  0      0 161496  42672 318224    0    0     0     0   10   13  0  0 100  0
